screen_name,created_at,text
jimknaggs,11/7/17 17:24,Leaders today must take to heart their responsibility to pass on the torch to younger people as a first line duty. J Oswald Sanders
CGrantWSJ,11/7/17 17:24,"@IvanaBoastsky im actually not sure, and a google search doesnt come up with anything. will try and find out"
girlziplocked,11/7/17 17:24,VOTE FORTHESOCIALIST  https://t.co/91p87V1kik
CloutCrypt06,11/7/17 17:24, https://t.co/05YQx38FPJ
C_Arnold01,11/7/17 17:24,"In honor of election day, CC: @JerryBeach73 https://t.co/n3bBLF8PzD"
mercedesarianag,11/7/17 17:24,@UPS my track number 9300120111402265697610 55st 417
erikhinton,11/7/17 17:24,@greglinch thank you
2random2predict,11/7/17 17:24,And nut in her in tropical beaches gt https://t.co/c5cxvWb5wW
__ashhhhhhhhhh,11/7/17 17:24,Im the type of girl to have a nigga ex bitch extra tight when she see how he upgraded 
rigs32,11/7/17 17:24,NY has special I Voted stickers celebration the 100th anniversary of womens suffrage.
samuylulu,11/7/17 17:24,"Like sweat, that song kept running around in her head. Straight out of Compton. And the samurai https://t.co/QW46ZPsK5K"
IfIWereMagneto,11/7/17 17:24,Today is draggiiiiiiiiiing
KronikMuhalif1,11/7/17 17:24,Huzur..Sadece Huzur... https://t.co/ZXqdOqcEVm
HumanParasites_,11/7/17 17:24,HPSN features special guest William N. shares his thoughts amp horrible experiences in being infected with #Morgellonshttps://t.co/4e3FCJpgHR
tmj_nya_eng,11/7/17 17:24,"Were #hiring Read about our latest #job opening here: Systems Team Leader  https://t.co/ww2XTB7jFy #Engineering #Albany, NY #CareerArc"
BoydaJosa,11/7/17 17:24,Will never cease to be confused by the fact that my 10 am section is R02 while my 11:30 am section is R01 
Carolyn_Marra,11/7/17 17:24,The distortion of ONE PERSONs social media interface is a SIGNAL that the regularity of the entire machine is BROKEN.
mrossano6970,11/7/17 17:24,https://t.co/Wj3q2Omgfh
docdeb27,11/7/17 17:24,@CNN But But But YOU support laws ALLOWING domestic abusers and MENTALLY ILL to obtain guns
JennyFromSea,11/7/17 17:24,@thehill @donaldtrumpjr The dumbing down of America. Good God
sonlight00,11/7/17 17:24,"@ResourcefulMom #cansgiving A5 lots of fall colors, maybe use a nice solid table cloth, have a fall wreath for a ce https://t.co/7ou1sn1jg4"
thewhim,11/7/17 17:24,@maharajaalbany He wants nothing to do with salads.
Cybren,11/7/17 17:24,@MelissaDeTora I always felt the enchantment thing was really important to the theros gods mechanical function and not just narrative
__ashhhhhhhhhh,11/7/17 17:24,I really think something wrong with my body is rejecting food 
gabbriellaaax,11/7/17 17:24,I think Wendys should be everywhere
FIHSNYC,11/7/17 17:24,Best of luck to our @FIHSNYC soccer boys varsity in playing the semifinal game today at randalls island park. #GoBoys #GoFIHS
cokemobbassc,11/7/17 17:24,@GUESS 1 design off one min.  Please
mercedesarianag,11/7/17 17:24,@UPS 9300120111402265697610 apt 1
Hisz_Motivation,11/7/17 17:24,When ppl call me young lady and Im prolly just as old as them or maybe even older. 
justinddiamond,11/7/17 17:24,Todays second #JudgeShrug https://t.co/OGoppLeg2V
JTyAutry,11/7/17 17:24,Its Election Day Get out there and vote to make the change you want to see
saint_bren,11/7/17 17:24,@nija Somebody gotta glue a frontal on my mans or something
FUCKACEE,11/7/17 17:24,I dont wanna be a regular nigga with a regular girlfriend having regular babies driving a regular car working a regular job
PrincessRiddie,11/7/17 17:24,"@JustSayFred @MikelJollett Seriously, you JUST mocked my claim you then asserted"
AlciUrena809,11/7/17 17:24,Definitely had to be a Puerto Rican  https://t.co/zfnkHDIQCR
palomamalave,11/7/17 17:24, https://t.co/FN1xQ1AAwX
BryanFletch_,11/7/17 17:24,Whens stranger things season 3 @dufferbrothers
ryglizzy_,11/7/17 17:24,@rkeenz Shea https://t.co/Sze1XxBh5u
BarryWeiser,11/7/17 17:24,@nathtyputhy It certainly did make a difference we got a greedy dunce instead...
dreamsail,11/7/17 17:24,@3204games Thanks Were using Unreal.
GetOpenSessions,11/7/17 17:24,SAT11.18Jersey CityS A V E T H E D A T Estay tuned.. https://t.co/BJiAjKxXT1
maravillage44,11/7/17 17:25,"@HuffPostPol If so, then decent Americans need to pray for the fall of the Republican party that is destroying the https://t.co/Uu2II1qapv"
__ashhhhhhhhhh,11/7/17 17:25,This  https://t.co/1Jrjd8Bu0v
JohnPre170786,11/7/17 17:25,Bitsler Strategy https://t.co/9qcafYKUEq #bitsler
docdeb27,11/7/17 17:25,"@FoxNews @jasoninthehouse Yes thats why his approval rating is 32%, LOL"
_DaWhiteODB,11/7/17 17:25,YOU GOT HOED LMAO @VonMiller https://t.co/E1U46pUuk8
iamjoonlee,11/7/17 17:25,@peteeee whats new pussycat by tom jones
keefer74,11/7/17 17:25,Lovely stroll down the #highlinenyc this morning. @ The High Line https://t.co/TgrMVhqv39
notbrynna,11/7/17 17:25,Salads are good but eating them is such an ordeal. So many scoops. There has to be a better way.
agelinamaria14,11/7/17 17:25,#Yoelegicorrer #New York Marathon  https://t.co/7WvE5W7bZv
Carolyn_Marra,11/7/17 17:25,"Or, perhaps better said, broken INTO.  This means that the mechanism of THAT social media engine is OUT OF CONTROL."
Cybren,11/7/17 17:25,@MelissaDeTora being a creature on the battlefield that cant do anything made the AKH gods feel weird. Theros gods https://t.co/sDykvQ0tlP
Eliann_Marie,11/7/17 17:25,"I vote #voteNYC and I vote democrat. If you dont like it, dont tweet me, get your lazy ass up and go vote."
JennyFromSea,11/7/17 17:25,@RalphNortham @EdanClay https://t.co/C1zhccCDqf
MiriRod,11/7/17 17:25,@MattPrince @Skittles @Starburst Is this a trick question 
mattjrosenberg,11/7/17 17:25,Election is today https://t.co/9gpGp11RE7
MamiChula1970,11/7/17 17:25,"Im at @KoreatownNyc in New York, NY https://t.co/bF9X73D93c"
therealsikes,11/7/17 17:25,This is what happens when I dont update my website for 3 weeks. #updates  https://t.co/tWhGX4Hrgg
marisuh3,11/7/17 17:25,I just said no to buying girl scout cookies from little girl in my lobby and now I look like the BIGGEST MONSTER
darrlynnketchum,11/7/17 17:25,@lights IS COMING TO BUFFALO NY ON HER WE WERE HERE TOUR IM SO FUCKING BLESSED I THOUGHT ID HAVE TO DRIVE ALL THE WAY TO NYC TO SEE HER 
Cybren,11/7/17 17:25,@MelissaDeTora AKH gods just felt like lazy assholes
Patriot_M1A,11/7/17 17:25,@TeamTrump45 @realDonaldTrump @EdWGillespie @POTUS @VP @WhiteHouse https://t.co/wgDvbBmIq7
JenAnjuGrossman,11/7/17 17:25,"@noliberalbull @benshapiro Or, Two women fight to the death over a pair of shoes."
palemami,11/7/17 17:25, https://t.co/EY2G6hUgbY
OyVeyMaMa,11/7/17 17:25,@TeaPainUSA and there could be many more of each in the works.
DMPGroup,11/7/17 17:25,Final song on @LuciferonFOX last night was @ColdWarKids Restless LA Divine ft #Restless + more here: https://t.co/qasjdbdHRn
TheRealJayV,11/7/17 17:25,Description: Brought bottles to customers with sparklers and poured their first cup https://t.co/P7VZPYIrHk
LittleLeighXoxo,11/7/17 17:25,"Feeling like one of Snow Whites 7 Dwarves. Aka Sneezy, Coughy, Wheezy, SnifflyampWhatever else ailments that is tied down to the common cold"
WJHotel,11/7/17 17:25,RT @rtanphoto New York Public Library #NewYork #NYC #Autumn #TravelPhotography #Autumn #WJHotel #SeeYourCity https://t.co/UFAUCyV5AN
amillieu,11/7/17 17:25,This piece a is great and b quotes 2 cog sci profs I had at @Occidental who inspired my very brief career in pr https://t.co/Kj28vs7VwM
Tha_Randy_Man_,11/7/17 17:25,@BenningtonShow   Im friends with the real Chris Stanley on Facebook  barely updated in 4 years and filled with p https://t.co/KPHaYfk1so
R1Ferb,11/7/17 17:25,@ClaudiaLopez Chica pero si ud tampoco trabaja vea las veces q no vas y aun asi recibe el sueldo completo https://t.co/JPoyQXWOGz
FIHSNYC,11/7/17 17:25,Best of luck to our @FIHSNYC soccer boys varsity in playing the semifinal game today at randalls island park. https://t.co/PicO1rhx8y
TR401,11/7/17 17:25,Canes are building a stable with thoroughbreds @SJD10304. https://t.co/fO9zmHi6Qu
daniellesinay,11/7/17 17:25,Cont. https://t.co/te7FQXcOcU
BrightHeart33,11/7/17 17:25,Hey there. Ya know whats great about having flaming mental illnesses NOTHING.
TickPick,11/7/17 17:25,@jillianator13 Check your DMs
SchoenholtzJC,11/7/17 17:25,@davidfrum @jaristmtrs O wad some Power the giftie gie us To see oursels as ithers see us
amberjfinney,11/7/17 17:25,If youre interested in a hoodie dm me + Ill sell it to you on presale for a discounted price.
511NYC,11/7/17 17:25,Closure on #West40ThStreet from 6th Avenue to 5th Avenue https://t.co/b24IziPfyu
tmj_nyc_acct,11/7/17 17:25,"See our latest #NewYork, NY #job and click to apply: Japanese wellknown telecommunication company is...  https://t.co/FcWyiJloUO"
ClubRomero,11/7/17 17:25,Save The DateNYCs Best Of The Best Comes Together For A Special One Night EventDNA https://t.co/zsDbYNRIUz
tmj_nyc_mgmt,11/7/17 17:25,"Want to work in #NewYork, NY View our latest opening: https://t.co/vchx8iHgPX #BoozAllen #BusinessMgmt #Veterans #Hiring #CareerArc"
_3MW_,11/7/17 17:25,"New preview  @ASunMBB The favorite is @FGCUMBB, but @LipscombMBB and @OspreyMBB wont make it easy:  https://t.co/Jj59PLRJdN"
youngshane,11/7/17 17:25,Dear @mitchellreports @jeffweaverNo 1 is buying corrupt/cheat@donnabraziles BS @TheDemocrats @dnc@DWStweets @JoeBiden @HillaryClinton
JB_doeee,11/7/17 17:25,Told Ma Dukes to be ready by 1230... I pulled in at 1220 amp shes still in the PJs with a look of oh shit on her face 
OfficialKFHox,11/7/17 17:25,Cause Im as free as a bird nowAnd this bird youll never change...  Lynyrd https://t.co/zXXtj6jZuX
JohnPre170786,11/7/17 17:25,Bitsler Trick https://t.co/4Xnt0m8Q0m #bitsler
DadHype,11/7/17 17:25,Do Good amp Get POLISHED To Support The Movember Foundation https://t.co/qaTETSzz4Q via @daddysweeney https://t.co/iAhbc2NvZs
HernanRivs,11/7/17 17:25,Yas werk it  https://t.co/HXYmTVLQsf
ElisabethTNT,11/7/17 17:25,"Manic Monday @voguemagazine #cvff #cfda #cfda2017 #simonerocha @ New York, New York https://t.co/muF8j9EyyJ"
BUILDseriesNYC,11/7/17 17:25,"Its been so transformative for me, especially on a cultural and personal level. @arielstachel on being in https://t.co/CMKdDaehhV"
nadiaaaevva,11/7/17 17:25,this is me https://t.co/zcCt7IVFKn
XeniaH9,11/7/17 17:25,#ivoted @ North Bergen Polling Place in NJ https://t.co/Bkgv8gre1A
goldenRAYEphoto,11/7/17 17:25,This is the most annoying allocation of my life
Patriot_M1A,11/7/17 17:25,@RealJamesWoods @whiningno how many deaths per year are related to Psychotropic Drugs and Oxycotton amp the Like Bi https://t.co/l3aUszl8Wd
GuyBey0ndC00L,11/7/17 17:25,#iOS11 the Bug filled update making the local news. https://t.co/PkQ9Z1jWhb
gottahaveF8TH,11/7/17 17:25, Looks like a trash can @goldiecvsh and I would get tbh  https://t.co/xllJhlHyuQ
_lainam,11/7/17 17:26,@AnneWheaton Teresa Peanutbutter  haha
david_j_roth,11/7/17 17:26,"@nayrgeno On the third straight day of finding that there is no Taylor Ham available, Christie starts to realize that he is in purgatory."
_mastermom,11/7/17 17:26,@LeoDiCaprio https://t.co/EhxXcjgADE
__StellieSaidSo,11/7/17 17:26, https://t.co/cNAsLz9VqG
soonerthansam,11/7/17 17:26,Its hot pot weather but i have no money and no one to go with 
Acolganie,11/7/17 17:26,@Giants after Sundays performance he is wishing he was still suspended https://t.co/U4jQQILIaT
royaltyclubvp,11/7/17 17:26,"Applying principal component analysis to congressional votes and poll data shows that, contrary to popular belief, politics is not .."
MrKennyJimenez,11/7/17 17:26,@tommyspoon @HistoricalTrut1 @ClayTravis Looks like a forfeit to me Tommy. Congratulations. I know you would have c https://t.co/bEQPxHiRpe
darrlynnketchum,11/7/17 17:26,ELENA AND I WILL DEFINITELY BE SEEING YOU IN BUFFALO BBZ IM SO EXCITED AKDNAOSBSNSN https://t.co/p4UswWqNbK
Kos27,11/7/17 17:26,VOTE #takes30mins #vote #electionday #makeitcount #nowcoffeetime #votingissexy #votingiscool https://t.co/uVEHFZSRof
flapjackashley,11/7/17 17:26,"Card game lovers: #UNO is now out on #NintendoSwitch eShop Thank you, @Ubisoft I love it"
Artinmotionshow,11/7/17 17:26,https://t.co/rTm9xfiE9X Thank you so much to thetribe for https://t.co/n8vaiNGf0D
amberjfinney,11/7/17 17:26,If youre interested in a hoodie dm me + Ill sell it to you on presale for a discounted price. Theyre unisex Im wearing a L
DerrickFilmDude,11/7/17 17:26,https://t.co/LZzyZKn54U
erkenbrand42,11/7/17 17:26,"Voting @ Huron Town Hall in Wolcott, NY https://t.co/7fOMPcZGxD"
RobertiLax,11/7/17 17:26,"@DeanClancy No,places like NY/CA/CT/NJ/IL/MN/DE already subsidize the rest of country. Under new plan free ride for https://t.co/IIzcEwI393"
brookpifer,11/7/17 17:26, https://t.co/VVWmiqViV4
CGrantWSJ,11/7/17 17:26,@IvanaBoastsky yeah...its easy to forget now but this sector was truly lethal to bears a few years ago
MikeNytvnews,11/7/17 17:26,11/7 Forecasted Arctic Cold This Friday https://t.co/SvraZ7GzWl
ashcech,11/7/17 17:26,@EricWynalda @AlexiLalas @CACSoccer @PaulLapointe98 @PaulCaligiuri20 @kylemartino @WinogradUSSF @stevegans2018 lmao
tumbrlakatukaca,11/7/17 17:26,When Greg Monroe hear it #bucks #Suns https://t.co/Qq3vuLj7Yw
NJdivorce,11/7/17 17:26,Legal Issue #jerseycitylawyer The Tax Cuts and Jobs Act https://t.co/nTqxOY4Wjs @jdsupra Call 9733379643 https://t.co/1CSmOlcwVa
lindseykateco,11/7/17 17:26,An rx bar and green juice for lunch is all well and good until u walk by a restaurant that smells like thanksgiving dinner
BoatAshore,11/7/17 17:26,PEOPLE OF THE WORLD TODAY ARE WE LOOKING FOR A BETTER WAY OF LIFE  SANG  WE ARE A PART OF THE https://t.co/P6IPGmrwf5
seterapia,11/7/17 17:26,Donna Brazils will be on #AndreaMitchell reports tomorrow at 12:00eastern time dont watch her none sense
ICEXNuevaYork,11/7/17 17:26,Un gran Eataly espaol abrir en NY en 2018 Gracias @chefjoseandres #AlbertAdri @ferranadria por este proyecto https://t.co/towMIbpZcm
Hello_Goodebye,11/7/17 17:26,A philosophy I deeply need to imbed https://t.co/yQKoj90k7F
NJdivorce,11/7/17 17:26,Legal Issue #jerseycitylawyer PTAB Life Sciences Report  November 2017 https://t.co/35GQYywRVw @jdsupra Call 9733 https://t.co/KJrCIbyI6U
_Helst_,11/7/17 17:26,"@Doubyadee My hair grows fast tho, so its all good."
co_saen,11/7/17 17:26,https://t.co/vRvrGbKT3c
tmj_nyc_retail,11/7/17 17:26,"Interested in a #job in #NewYork, NY This could be a great fit: https://t.co/qHgQ5ZJQSa #Entrylevel #Hiring #CareerArc"
___Joeeee,11/7/17 17:26,Or calls you annoying https://t.co/6vsIQG9ZfN
docdeb27,11/7/17 17:26,"@jasoninthehouse If America loves @potus agenda, WHY is his approval rate 32%"
ADeCurtis,11/7/17 17:26,"I will be discussing @LouReed: A Life tomorrow, Wednesday 11/8, with @terrygrossNPR on @nprfreshair"
saint_bren,11/7/17 17:26,I aint raisin no grown man Thats his job to baby ME Oh 
_Emilina,11/7/17 17:26,@NKahlo @Ashhtweetley @aayr Lmao that shit sounds depressing already lmao
the_emvp,11/7/17 17:26,"If you work and you still ask for shit that you can easily get yourself, youre a moocher."
KDusseChino,11/7/17 17:26,Especially when Im busy https://t.co/YdzakoiXYi
JohnPre170786,11/7/17 17:26,Bitsler Winning Strategies https://t.co/TVjoYsukAp #bitsler
NarcissisticLEO,11/7/17 17:26,He fucking better. Nobody has time to play with Bill. https://t.co/HabvPqdqlp
onlydchzusetwtr,11/7/17 17:26,@darcifer im going to get it fixed this week dont worry 
_tylahvellss,11/7/17 17:26,so much https://t.co/pArOzGoiQa
GregZaner,11/7/17 17:26,Good going you Fucking Orange Moron. https://t.co/FUWp1DI21e
shewinksnyc,11/7/17 17:26,Time to book those Thanksgiving appointments #2129441850 #lashextensions #hennabrows https://t.co/F9RqFEGypt
kimreed,11/7/17 17:26,We voted @ East SyracuseMinoa Central High School https://t.co/uNfahcpbdH
__ashhhhhhhhhh,11/7/17 17:26,Im pretty and I have a wavy ass personality how much better can it get
dankohn1,11/7/17 17:26,"11/13 deadline to take advantage of free childcare at #KubeCon/CloudNativeCon in Austin, 12/68 https://t.co/PZYCnwolo9"
USS_NYC,11/7/17 17:26,"this is something I really, really want To Hear in person https://t.co/EcM7nPCyLS"
RedFireSmedis,11/7/17 17:26,@MistSomething The Ninja Kids
superstarshy,11/7/17 17:26,Ive taken two girls on dates to #popeyes all the real players respect my date game.
britshaniece,11/7/17 17:26,And women and I hate to say it but yes. https://t.co/wt17KPZk7m
SuperstarDre_,11/7/17 17:26,My emotions today lt
WilRuizII,11/7/17 17:26,Every time Eli misses a pass its because hes got somebody sitting on his lap. #GiantsChat
LastHope4Rap,11/7/17 17:26,Just say NO to negativity #positivevibes #positivethinking #nonegativity #visualsoflife #power https://t.co/ZtECoaK1wi
IamPigiman,11/7/17 17:26,Memories:Statue or Liberty guardian   New York  Christmas 2008 https://t.co/gyKQlD0GnQ
teamgoodLinc,11/7/17 17:26,Today is the day Be sure to get out and vote #ElectionDay #ShowMeYourSticker
royaltyclubvp,11/7/17 17:26,"...mainly about liberals versus conservatives. Rather, people differ along two main dimensions: one for economic issues and one for social"
LostInMy20s_,11/7/17 17:26,Dont follow me Im lost as well
Cybren,11/7/17 17:26,@nostrangenames @MelissaDeTora Fair
ashcech,11/7/17 17:26,@Zeets Eric WynaldaGoodell
RachellePorter_,11/7/17 17:26,When I have a baby my titties will stay in their mouth  I love fat babies 
emmacullen99,11/7/17 17:26,YALL BETTER GO VOTE. DONT LISTEN TO POLLS. https://t.co/gk3lwaKtPG
BlindfoldMag,11/7/17 17:26,Together we have the power to make positive change. Go out and vote. #strongertogether https://t.co/F3xU5lyVvP
Carolyn_Marra,11/7/17 17:26,"People have a RIGHT TO BE INFORMED, when the VERY PURPOSE of social media is TRANSPARENCY of PUBLIC CONNECTION, built on TRUST."
nadiaaaevva,11/7/17 17:26,I hate when people ask me how im feeling .... i wish i knew
britshaniece,11/7/17 17:26,Male bosses are so much chiller.
tmj_nyc_sales,11/7/17 17:26,"Want to work in #NewYork, NY View our latest opening: https://t.co/x82Uh2et5b #Sales #Job #Jobs #Hiring #CareerArc"
oliviagulin,11/7/17 17:26,I am watching Stranger Things and appreciating the References like: Steve is Rigby and the kids are a bunch of baby ducks
CUPCAKETV__,11/7/17 17:26,@omgteeeee I miss you moreeee 
The_Borg_Queen_,11/7/17 17:26,@johnastoehr We stayed in the Union during the Civil War
lloydtheabstrac,11/7/17 17:26,https://t.co/7nhZqIr2Gw
rfassett,11/7/17 17:26,@GemTones @SilERabbit I really dont get @Twitters This tweet is not available approach to blocked accounts. As https://t.co/tTdZJPLHTE
Harold_Gibbons,11/7/17 17:26,@Gibbs51Judy Its a pretty nice mall. Thats the REI I use most frequently.
tmj_nyc_finance,11/7/17 17:26,"Interested in a #job in #NewYork, NY This could be a great fit: https://t.co/6JKZty4Mzz #CitiCareers #Finance #Hiring #CareerArc"
2random2predict,11/7/17 17:26,Aint no other way around it  https://t.co/XjjTOdsSGo
rvaughanw,11/7/17 17:26,"@jonfavs Only Democrats vote today. Republicans vote when they are capable of pulling their heads out of their asses, So never."
FUCKACEE,11/7/17 17:26,The secret to your future is hidden in your daily routine
LiglyCnsrvatari,11/7/17 17:26,"@LauraLoomer Look, take some kind of class to increase your IQ, or do at least one of the following: 1. Stop claimi https://t.co/L9fMlYYsBk"
JohnPre170786,11/7/17 17:26,Bitsler Winning Trick https://t.co/2sdlVPuwVQ #bitsler
J_AlPrufrock,11/7/17 17:27,Just when I thought I had the day off and apt to myself...
RUBBERSAX,11/7/17 17:27,sJJ7sXt0Ci7PEg8bay9dkFTIK4GkLmenpn1f9FhWvrrKVChZqtI1SR/pRAOqevRG+fPl1UgCyCZvOjbjT7chfpnHioD2eHcDoV55jl/u2ablGoajpqnhxDGNAc6/gMYw60GRfGXj
sunsetpark1890,11/7/17 17:27,"Kind of wanted to write hell yes when I was at the ballot this morning, but Ill settle for penciling in a bubble. @cmenchaca"
cdavisshannon,11/7/17 17:27,"Philadelphia needs @Krasner4DA get out and  vote, friends #ElectionDay #Election2017 #Philly #Philadelphia"
__ashhhhhhhhhh,11/7/17 17:27,"Im not conceited Im confident , learn the difference"
dwill21,11/7/17 17:27,Not today boo boo @ New York metropolitan area https://t.co/IjCuUrddd7
Christyy___,11/7/17 17:27,"as much as I say I want to move, Im never moving  https://t.co/cliaEcoBIc"
DJChaunceyD,11/7/17 17:27,Another action packed week for Sir Chauncey kicking off this evening###Tuesday 11/7 QUIVR https://t.co/fKFDuqhD1b
AxelHuynh,11/7/17 17:27,MANHATTAN BRIDGE BY NIGHT...A VIEW FROM BROOKLYN axelhuynhparis #NewYork #NY #ManhattanBridge https://t.co/Fhk2bx83eJ
RyujinRamen,11/7/17 17:27,Chirakabe Gura: made with premium Gohyakumangoku Sake rice polished down to 60% of its Ryujinhttps://www.instagram.com/p/BbM8uKxB0UQ/
DJNintendo17,11/7/17 17:27,Top 10 players I wanna team w/:@TempoAxe@C9Mang0@TSMLeffen@aMSaRedyoshi@TempoS2J@G2Westballz@Shroomed08@ArmadaUGS@PGPlup@SFAT
Longchamp_Cakes,11/7/17 17:27,#Repost @LongchampCakes getrepostIm currently taking orders for Longchamp Cremas https://t.co/8IlQBjL78J
Iowhangingfruit,11/7/17 17:27,cant believe people think its ok to ask me the price of sweatshirts a cool $75 while i am obviously engrossed in henry miller
melissaassmith,11/7/17 17:27,Perfect date: Dinner in Paris
Wascarrrr,11/7/17 17:27, https://t.co/aJxrnsQjbC
StacieHoulker,11/7/17 17:27,First organic spiced apple cider of the season . Hmmmm #lepainquotiden @ Le Pain Quotidien https://t.co/RFgAsrFV72
onlydchzusetwtr,11/7/17 17:27,I used to cry my eyes out to Retrograde now I can listen to it amp be at peace 
Princeboy23,11/7/17 17:27,All I want is . But boss brought these into work and I can only  https://t.co/xQ5uljBLcu
christolphi,11/7/17 17:27,"We should be talking about the women in flint, almost as much as we should be talking about he fact that they STILL dont have clean water"
tmj_nyc_itpm1,11/7/17 17:27,"Want to work in #NewYork, NY View our latest opening: https://t.co/tdp11MHJ6m #ProjectMgmt #Job #Jobs #Hiring #CareerArc"
vodkasnowflake,11/7/17 17:27,Metsll continue to suck because the Wilpons view the last 3 months of 2015 as front office brilliance instead of overall crazy timing/luck.
brettleibo,11/7/17 17:27,componentDidMakeSenseReact Lifecycle Explanation @TreyHuffine https://t.co/JM7LZFxBRm #reactjs #javascript  #frontend #React #webdev
MerylLeah912,11/7/17 17:27,@PhilMurphyNJ You got it Governor
myguyeli_,11/7/17 17:27,Christmas is right around the corner.. https://t.co/9wPsLtEbU8
WilRuizII,11/7/17 17:27,@AllEyesOnMe212 Taking my Trolling to whole another level.
maxoctober,11/7/17 17:27,When the new Miguel just floats in your Inbox 
aundrelarrow,11/7/17 17:27,@AnishaSpice @BAMBrooklyn Learned a lot https://t.co/q2586fcviA
Patriot_M1A,11/7/17 17:27,@SenWarren @NRA how many deaths per year are related to Psychotropic Drugs and Oxycotton amp the Like Big Pharma is https://t.co/y02qj87Bck
_ashleyabuela,11/7/17 17:27,me quiero ir para mi casa yo
_mcroni,11/7/17 17:27,Congrats nasia  https://t.co/uG6KMarFN2
DjIllCamino,11/7/17 17:27,"On this day in 1995, GZA released Liquid Swords. When I was little, my father was famous. https://t.co/QTtlr9CMnc"
gabrielabarkho,11/7/17 17:27,@matthewhughes ive got like 10 from @jilliangmeehan
ionazan30,11/7/17 17:27,"#CooperativaTeAlienta toda la razn Barticciotto, lo del seor Muoz me suena a muy hincha de cc"
JohnPre170786,11/7/17 17:27,Bitsler. com https://t.co/y1nb8ri50w #bitsler
Ester822,11/7/17 17:27,@ryanseacrest Now @thecourtneykerr with this group is love at first sight: https://t.co/x276251kur
Carolyn_Marra,11/7/17 17:27,"If people THOUGHT that the tweets of those they follow might be missing many times from their timeline, they would NOT join."
mrossano6970,11/7/17 17:27, https://t.co/1oF4fBaJgU
philipsturner,11/7/17 17:27,@allsongs @marygauthier @PaulRieckhoff @iava Correction: by
stacylwhitman,11/7/17 17:27,"@haleshannon I mean, yeah it had been a couple years since we hung out multiple times a week, but its not like Id forgotten who he was"
royaltyclubvp,11/7/17 17:27,"...Collapsing these into a single axis mixes together populists and libertarians, who are polar opposites, and creates the illusion of.."
ICEXNuevaYork,11/7/17 17:27,Un gran Eataly espaol abrir en NY en 2018 Gracias @chefjoseandres #AlbertAdri @ferranadria por este proyectohttps://t.co/q7cNSCDBIS
lsupparitsxo,11/7/17 17:27,Need to get tattooed again soon
Ashley23Price,11/7/17 17:27,@k1234535 @dimegie I hate it
BrandonAD9,11/7/17 17:27,Dique.  Tu tiene cncer  No  A po deja revisarte el bimbn 
kyungbc,11/7/17 17:27,chubby baby https://t.co/x23Y0KsWhk
tweetntracy,11/7/17 17:27,Michele Gochujang Almonds https://t.co/vyrq4v2bSq
WoelAJilliams,11/7/17 17:27,This will never get old https://t.co/DfkXmVjitI
Hasanda_BK,11/7/17 17:27,Does @POTUS think the arrest of Alwaleed will erase his huge debt for 3 bailouts  https://t.co/c9kiBgEc40
PrincessRiddie,11/7/17 17:27,@JustSayFred @MikelJollett She must remain celibate.
derek1719,11/7/17 17:27,"Fancy lunch at @FrauncesTavern Museum in New York, NY https://t.co/7CTjjg0rOp"
Bosefina,11/7/17 17:27,Congrats @LLUKECH @ahuang7 for working on this #RPMfam  https://t.co/zznnltPSv2
augustinevivar,11/7/17 17:27,@AnadelaMX @EdySmol @EstiloDF @MANUELBALBI Que disfruten Este hermoso dia tod@s https://t.co/ZvpodoRAAC
John_Merrow,11/7/17 17:27,"@washingtonpost THE BIG Q: IS THIS AN EXCEPTION, OR THE RULE"
JennyFromSea,11/7/17 17:27,@FoxNews @KellyannePolls But OK to do that w NY situation. 58 ppl + 26 ppl were murdered by guns in 1 mth @gop on b https://t.co/EAGRG8HwUV
_mcroni,11/7/17 17:27,Praying everything falls through this week
RachellePorter_,11/7/17 17:27,How do I get rid of this  i  glitch 
NorteMaar,11/7/17 17:27,With less than 7 days to go weve reached just over 20% of our goal to raise $13k  That means https://t.co/DDI9od0ICM
ChrisWragge,11/7/17 17:27, https://t.co/i4us2jBZeR
defsophiaray,11/7/17 17:27,"@leftyscissors Oh, Im sure youre right tho. Its a matter of time..."
dmlounsbury,11/7/17 17:27,Did my civic duty this morning and getting a flu shot this afternoon. Adulting so hard today I should join AARP. #31GoingOn60 #LoveThisLife
BarnstormerWine,11/7/17 17:28,Our last #secretcellar from foxrunvineyards is a catered luncheon. Cheers to Peter and the https://t.co/oYKKdhhHof
RacistMascot,11/7/17 17:28,If theres one thing Dwayne Bowe excels at it is drops https://t.co/dx2XndU1bd
leoemerino,11/7/17 17:28,Well this explains a lot. https://t.co/EyNoOT8ECW
tmj_nwk_web,11/7/17 17:28,"See our latest #NewYork, NY #job and click to apply: Software Developer  https://t.co/TIZlWJchp0 #WebDesign #Hiring #CareerArc"
juelzthatmana12,11/7/17 17:28,"@blueapron is too wavy lol definitely recommend trying it, the burgers were "
itsmissbnyc,11/7/17 17:28,I laugh a little when I catch myself snapping my fingers while doing a two step.
dutch163,11/7/17 17:28,"@RawStory no,that is a great idea vote Republican on WEDNESDAY yes"
daniellesinay,11/7/17 17:28,"@sfwarriorsfan Yes she LOVES parakeets which I now know are also called budgerigars, thank you"
2random2predict,11/7/17 17:28,You niggas ever sucked on some fake tits before  Those underneath scars scared the shit outta me but I had to do what I to do b 
